"['id', 'date', 'hour', 'leagueMatchNb', 'idHome', 'homeTeam', 'idAway', 'awayTeam', 'h_score', 'a_score', 'h_possession', 'h_shots', 'h_targettedShots', 'h_nonTargettedShots', 'h_blockedShots', 'h_freeKicks', 'h_corners', 'h_offPlays', 'h_throwsIns', 'h_goalKeeperSaves', 'h_fouls', 'h_redCards', 'h_yellowCards', 'h_attemptedPasses', 'h_succeededPasses', 'h_tackles', 'h_attacks', 'h_dangerousAttacks', 'a_possession', 'a_shots', 'a_targettedShots', 'a_nonTargettedShots', 'a_blockedShots', 'a_freeKicks', 'a_corners', 'a_offPlays', 'a_throwsIns', 'a_goalKeeperSaves', 'a_fouls', 'a_redCards', 'a_yellowCards', 'a_attemptedPasses', 'a_succeededPasses', 'a_tackles', 'a_attacks', 'a_dangerousAttacks']"
"[181, 20210124, 1500, '21', 10, 'FCM', 18, 'FCN', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[182, 20210124, 1500, '21', 14, 'SDR', 17, 'SB29', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[183, 20210124, 1300, '21', 12, 'FCGB', 13, 'SCO', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[184, 20210123, 2100, '21', 3, 'ASM', 5, 'OM', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[185, 20210123, 1700, '21', 7, 'RCL', 9, 'OGCN', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[186, 20210122, 2100, '21', 2, 'PSG', 8, 'MHSC', '4', '0', 73, 26, 8, 11, 7, 13, 7, 3, 1, 16, 0, 0, 0, 2, 620, 16, 144, 69, 27, 5, 1, 4, 0, 19, 1, 1, 4, 12, 1, 0, 0, 1, 234, 16, 61, 20]"
"[187, 20210120, 2100, '9', 5, 'OM', 7, 'RCL', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[188, 20210117, 2100, '20', 4, 'OL', 10, 'FCM', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[189, 20210117, 1700, '20', 1, 'LOSC', 14, 'SDR', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[190, 20210117, 1500, '20', 18, 'FCN', 7, 'RCL', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[191, 20210117, 1500, '20', 9, 'OGCN', 12, 'FCGB', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[192, 20210117, 1500, '20', 15, 'RCSA', 11, 'ASSE', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[193, 20210117, 1300, '20', 17, 'SB29', 6, 'SRFC', '1', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[194, 20210116, 2100, '20', 13, 'SCO', 2, 'PSG', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[195, 20210116, 1700, '20', 5, 'OM', 19, 'NO', '1', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[196, 20210115, 2100, '20', 8, 'MHSC', 3, 'ASM', '2', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[197, 20210109, 2100, '19', 12, 'FCGB', 16, 'FCL', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[198, 20210109, 2100, '19', 20, 'DFCO', 5, 'OM', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[199, 20210109, 2100, '19', 7, 'RCL', 15, 'RCSA', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[200, 20210109, 2100, '19', 10, 'FCM', 9, 'OGCN', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[201, 20210109, 2100, '19', 3, 'ASM', 13, 'SCO', '3', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[202, 20210109, 2100, '19', 8, 'MHSC', 18, 'FCN', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[203, 20210109, 2100, '19', 19, 'NO', 1, 'LOSC', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[204, 20210109, 2100, '19', 2, 'PSG', 17, 'SB29', '3', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[205, 20210109, 2100, '19', 14, 'SDR', 11, 'ASSE', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[206, 20210109, 2100, '19', 6, 'SRFC', 4, 'OL', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[207, 20210106, 2100, '18', 1, 'LOSC', 13, 'SCO', '1', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[208, 20210106, 2100, '18', 4, 'OL', 7, 'RCL', '3', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[209, 20210106, 2100, '18', 5, 'OM', 8, 'MHSC', '3', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[210, 20210106, 2100, '18', 14, 'SDR', 20, 'DFCO', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[211, 20210106, 2100, '18', 11, 'ASSE', 2, 'PSG', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[212, 20210106, 1900, '18', 17, 'SB29', 9, 'OGCN', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[213, 20210106, 1900, '18', 16, 'FCL', 3, 'ASM', '2', '5', 41, 11, 5, 4, 2, 10, 5, 2, 4, 9, 1, 0, 0, 1, 386, 11, 81, 38, 59, 15, 9, 1, 5, 12, 8, 1, 3, 9, 0, 0, 0, 3, 579, 20, 129, 54]"
"[214, 20210106, 1900, '18', 10, 'FCM', 12, 'FCGB', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[215, 20210106, 1900, '18', 18, 'FCN', 6, 'SRFC', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[216, 20210106, 1900, '18', 15, 'RCSA', 19, 'NO', '5', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[217, 20201223, 2100, '17', 13, 'SCO', 5, 'OM', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[218, 20201223, 2100, '17', 4, 'OL', 18, 'FCN', '3', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[219, 20201223, 2100, '17', 3, 'ASM', 11, 'ASSE', '2', '2', 39, 2, 2, 0, 0, 15, 0, 0, 4, 12, 1, 0, 0, 3, 320, 21, 79, 14, 61, 18, 6, 11, 1, 11, 10, 2, 0, 13, 0, 0, 0, 2, 472, 9, 152, 63]"
"[220, 20201223, 2100, '17', 8, 'MHSC', 1, 'LOSC', '2', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[221, 20201223, 2100, '17', 2, 'PSG', 15, 'RCSA', '4', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[222, 20201223, 1900, '17', 12, 'FCGB', 14, 'SDR', '1', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[223, 20201223, 1900, '17', 7, 'RCL', 17, 'SB29', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[224, 20201223, 1900, '17', 9, 'OGCN', 16, 'FCL', '2', '2', 42, 3, 3, 0, 0, 13, 0, 1, 4, 11, 1, 0, 0, 3, 432, 9, 60, 14, 58, 24, 6, 11, 7, 11, 10, 0, 1, 13, 0, 0, 0, 4, 578, 18, 135, 55]"
"[225, 20201223, 1900, '17', 19, 'NO', 20, 'DFCO', '1', '3', 46, 8, 1, 4, 3, 16, 7, 3, 1, 10, 1, 0, 0, 2, 381, 15, 97, 44, 54, 14, 4, 5, 5, 13, 3, 5, 0, 11, 0, 0, 0, 2, 445, 14, 109, 45]"
"[226, 20201223, 1900, '17', 6, 'SRFC', 10, 'FCM', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[227, 20201220, 2100, '16', 1, 'LOSC', 2, 'PSG', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[228, 20201220, 1700, '16', 16, 'FCL', 6, 'SRFC', '0', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[229, 20201220, 1500, '16', 20, 'DFCO', 3, 'ASM', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[230, 20201220, 1500, '16', 18, 'FCN', 13, 'SCO', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[231, 20201220, 1500, '16', 11, 'ASSE', 19, 'NO', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[232, 20201220, 1500, '16', 15, 'RCSA', 12, 'FCGB', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[233, 20201220, 1300, '16', 17, 'SB29', 8, 'MHSC', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[234, 20201219, 2100, '16', 9, 'OGCN', 4, 'OL', '1', '4', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[235, 20201219, 1900, '16', 5, 'OM', 14, 'SDR', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[236, 20201219, 1700, '16', 10, 'FCM', 7, 'RCL', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[237, 20201216, 2100, '15', 12, 'FCGB', 11, 'ASSE', '1', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[238, 20201216, 2100, '15', 4, 'OL', 17, 'SB29', '2', '2', 56, 28, 11, 10, 7, 5, 12, 1, 1, 13, 0, 0, 0, 3, 526, 7, 136, 71, 44, 8, 2, 3, 3, 13, 2, 2, 9, 5, 1, 0, 0, 0, 426, 9, 76, 23]"
"[239, 20201216, 2100, '15', 3, 'ASM', 7, 'RCL', '0', '3', 32, 7, 1, 4, 2, 17, 3, 3, 1, 8, 1, 0, 0, 2, 325, 20, 86, 25, 68, 8, 4, 3, 1, 11, 3, 0, 1, 17, 0, 0, 0, 4, 711, 17, 143, 30]"
"[240, 20201216, 2100, '15', 2, 'PSG', 16, 'FCL', '2', '0', 75, 24, 8, 10, 6, 9, 9, 0, 3, 19, 0, 0, 0, 3, 772, 17, 156, 78, 25, 8, 3, 4, 1, 19, 2, 0, 6, 9, 1, 0, 0, 0, 258, 24, 68, 22]"
"[241, 20201216, 2100, '15', 6, 'SRFC', 5, 'OM', '2', '1', 67, 15, 5, 4, 6, 15, 9, 1, 0, 19, 0, 0, 0, 1, 575, 14, 132, 62, 33, 8, 1, 6, 1, 20, 1, 0, 3, 15, 1, 0, 0, 4, 288, 11, 76, 14]"
"[242, 20201216, 1900, '15', 13, 'SCO', 15, 'RCSA', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[243, 20201216, 1900, '15', 20, 'DFCO', 1, 'LOSC', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[244, 20201216, 1900, '15', 8, 'MHSC', 10, 'FCM', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[245, 20201216, 1900, '15', 19, 'NO', 9, 'OGCN', '0', '2', 44, 15, 4, 9, 2, 10, 4, 1, 4, 8, 0, 0, 0, 1, 418, 23, 112, 51, 56, 14, 6, 6, 2, 9, 5, 0, 4, 10, 1, 0, 0, 2, 528, 16, 102, 36]"
"[246, 20201216, 1900, '15', 14, 'SDR', 18, 'FCN', '3', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[247, 20201213, 2100, '14', 2, 'PSG', 4, 'OL', '0', '1', 65, 7, 1, 3, 3, 20, 5, 2, 4, 11, 0, 0, 0, 4, 601, 12, 111, 69, 35, 9, 5, 1, 3, 13, 5, 3, 1, 17, 1, 0, 0, 1, 331, 17, 78, 50]"
"[248, 20201213, 1700, '14', 1, 'LOSC', 12, 'FCGB', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[249, 20201213, 1500, '14', 17, 'SB29', 14, 'SDR', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[250, 20201213, 1500, '14', 16, 'FCL', 19, 'NO', '3', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[251, 20201213, 1500, '14', 18, 'FCN', 20, 'DFCO', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[252, 20201213, 1500, '14', 15, 'RCSA', 10, 'FCM', '2', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[253, 20201213, 1300, '14', 9, 'OGCN', 6, 'SRFC', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[254, 20201212, 2100, '14', 7, 'RCL', 8, 'MHSC', '2', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[255, 20201212, 1700, '14', 5, 'OM', 3, 'ASM', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[256, 20201211, 2100, '14', 11, 'ASSE', 13, 'SCO', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[257, 20201206, 2100, '13', 10, 'FCM', 4, 'OL', '1', '3', 46, 12, 5, 4, 3, 14, 5, 0, 2, 14, 1, 0, 0, 1, 433, 14, 92, 51, 54, 18, 5, 8, 5, 14, 6, 1, 4, 14, 1, 0, 0, 0, 517, 12, 96, 36]"
"[258, 20201206, 1700, '13', 14, 'SDR', 9, 'OGCN', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[259, 20201206, 1500, '13', 13, 'SCO', 16, 'FCL', '2', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[260, 20201206, 1500, '13', 12, 'FCGB', 17, 'SB29', '1', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[261, 20201206, 1500, '13', 20, 'DFCO', 11, 'ASSE', '0', '0', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[262, 20201206, 1500, '13', 18, 'FCN', 15, 'RCSA', '0', '4', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[263, 20201206, 1300, '13', 1, 'LOSC', 3, 'ASM', '2', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[264, 20201205, 2100, '13', 8, 'MHSC', 2, 'PSG', '1', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[265, 20201205, 1700, '13', 6, 'SRFC', 7, 'RCL', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[266, 20201204, 2100, '13', 19, 'NO', 5, 'OM', '0', '2', 32, 7, 0, 6, 1, 22, 1, 2, 2, 11, 1, 0, 0, 3, 297, 10, 93, 19, 68, 17, 4, 7, 6, 14, 8, 4, 0, 18, 1, 0, 0, 4, 635, 13, 129, 43]"
"[267, 20201129, 2100, '12', 11, 'ASSE', 1, 'LOSC', '1', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[268, 20201129, 1700, '12', 9, 'OGCN', 20, 'DFCO', '1', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[269, 20201129, 1500, '12', 7, 'RCL', 13, 'SCO', '1', '3', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[270, 20201129, 1500, '12', 16, 'FCL', 8, 'MHSC', '0', '1', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[271, 20201129, 1500, '12', 10, 'FCM', 17, 'SB29', '0', '2', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"[272, 20201129, 1500, '12', 3, 'ASM', 19, 'NO', '3', '0', 68, 17, 5, 6, 6, 10, 8, 2, 2, 16, 0, 0, 0, 1, 614, 17, 141, 76, 32, 6, 2, 4, 0, 18, 3, 1, 2, 9, 1, 0, 0, 1, 293, 18, 97, 25]"
"[273, 20201129, 1300, '12', 4, 'OL', 14, 'SDR', '3', '0', 64, 15, 4, 9, 2, 14, 4, 3, 2, 19, 0, 0, 0, 2, 635, 17, 142, 52, 36, 9, 2, 5, 2, 24, 2, 3, 1, 11, 1, 0, 0, 1, 352, 24, 83, 40]"
